Date,Close/Last,Volume,Open,High,Low
12/31/2021,$234.03,870716,$237.77,$241.25,$233.29
12/30/2021,$237.92,941575,$233.78,$241.54,$233.17
12/29/2021,$232.92,1155760,$232.64,$235.84,$228.1001
12/28/2021,$233.78,777211,$234.57,$239.49,$231.51
12/27/2021,$233.78,964015,$236.71,$237.75,$230.23
12/23/2021,$236.63,813273,$235.50,$238.06,$226.62
12/22/2021,$235.16,972688,$238.03,$240.92,$234.01
12/21/2021,$238.11,716732,$230.19,$238.84,$230.06
12/20/2021,$228.16,1120716,$230.75,$236.49,$228.11
12/17/2021,$235.28,1697737,$224.31,$237.45,$222.77
12/16/2021,$226.55,1130028,$229.16,$232.6599,$224.05
12/15/2021,$225.40,1557874,$222.35,$227.02,$216.00
12/14/2021,$222.68,2137334,$222.00,$227.28,$219.75
12/13/2021,$225.62,1188024,$232.88,$234.45,$222.94
12/10/2021,$233.26,838644,$237.10,$238.43,$230.07
12/09/2021,$233.42,1060039,$241.61,$245.81,$232.05
12/08/2021,$243.17,1137734,$240.00,$245.3699,$235.47
12/07/2021,$238.51,1089502,$239.96,$242.92,$237.22
12/06/2021,$232.01,1186181,$228.95,$232.59,$225.21
12/03/2021,$228.80,1830973,$230.00,$233.73,$221.15
12/02/2021,$228.54,1603203,$225.00,$232.72,$224.875
12/01/2021,$225.09,1627418,$238.15,$241.42,$224.3209
11/30/2021,$238.50,1874423,$245.54,$248.88,$235.895
11/29/2021,$246.60,1347780,$250.85,$251.45,$245.23
11/26/2021,$250.89,836851,$248.08,$253.05,$246.05
11/24/2021,$249.49,1552478,$244.67,$251.585,$238.6501
11/23/2021,$243.03,2356760,$246.23,$251.13,$237.06
11/22/2021,$250.34,1347223,$258.65,$264.135,$247.015
11/19/2021,$259.55,799787,$263.27,$266.91,$258.07
11/18/2021,$263.37,1050038,$268.56,$272.00,$262.33
11/17/2021,$271.95,1103338,$271.55,$272.06,$265.87
11/16/2021,$271.30,1586898,$278.98,$279.055,$270.00
11/15/2021,$278.38,1055281,$281.81,$286.60,$278.33
11/12/2021,$280.56,1853734,$282.24,$284.53,$277.75
11/11/2021,$276.65,1262913,$275.10,$280.00,$273.75
11/10/2021,$269.72,1367895,$277.14,$279.71,$266.37
11/09/2021,$278.75,1586486,$282.24,$286.47,$276.105
11/08/2021,$286.90,2077151,$287.00,$289.86,$283.105
11/05/2021,$289.05,1261116,$293.30,$297.63,$285.00
11/04/2021,$293.48,1137219,$295.10,$299.08,$291.785
11/03/2021,$298.08,1223943,$297.80,$299.66,$291.03
11/02/2021,$298.20,1315309,$300.00,$305.60,$296.5883
11/01/2021,$300.95,2385960,$295.40,$302.5714,$294.52
10/29/2021,$289.40,1604407,$285.14,$292.82,$283.32
10/28/2021,$288.95,3414425,$273.62,$293.32,$273.14
10/27/2021,$273.13,3958202,$269.91,$278.00,$260.5301
10/26/2021,$252.20,1672603,$260.34,$263.69,$251.57
10/25/2021,$257.89,1009736,$252.06,$259.19,$250.58
10/22/2021,$252.96,988109,$251.50,$254.37,$249.02
10/21/2021,$255.00,1093529,$251.09,$263.04,$250.84
10/20/2021,$251.18,736756,$258.29,$258.61,$249.66
