Date,Close/Last,Volume,Open,High,Low
10/08/2021,$156.03,4186222,$156.57,$156.71,$155.49
10/07/2021,$156.39,4605134,$155.52,$157.75,$155.52
10/06/2021,$154.96,5499234,$150.84,$155.16,$149.96
10/05/2021,$151.09,6103136,$151.358,$152.39,$150.07
10/04/2021,$150.20,5404863,$150.88,$153.00,$149.48
10/01/2021,$150.95,4274300,$151.35,$151.61,$149.52
09/30/2021,$150.41,4950798,$153.22,$153.43,$150.37
09/29/2021,$152.30,3326568,$151.34,$153.17,$150.69
09/28/2021,$151.05,5911130,$152.37,$152.50,$150.10
09/27/2021,$152.72,4482063,$153.80,$154.15,$152.39
09/24/2021,$154.20,2366160,$153.75,$154.62,$153.55
09/23/2021,$154.13,2712534,$153.69,$154.93,$153.54
09/22/2021,$154.01,3001270,$154.62,$155.09,$153.45
09/21/2021,$153.54,4479924,$154.61,$156.12,$152.97
09/20/2021,$153.61,5484616,$153.90,$154.95,$152.42
09/17/2021,$154.13,8127397,$155.23,$155.50,$153.83
09/16/2021,$155.56,4589993,$155.39,$156.12,$153.805
09/15/2021,$156.02,3702573,$155.22,$156.38,$154.78
09/14/2021,$155.15,2808919,$156.38,$156.67,$154.82
09/13/2021,$155.76,3367464,$155.94,$157.40,$155.39
09/10/2021,$155.46,3851531,$155.98,$156.25,$155.01
09/09/2021,$155.73,3560737,$156.88,$156.97,$155.40
09/08/2021,$156.72,3199076,$154.66,$156.75,$154.30
09/07/2021,$154.53,4610142,$156.48,$156.76,$153.68
09/03/2021,$157.09,2035082,$156.20,$157.42,$155.90
09/02/2021,$156.95,2862535,$156.79,$157.29,$155.87
09/01/2021,$157.91,4231369,$156.84,$158.19,$156.51
08/31/2021,$156.39,5291405,$156.09,$156.47,$155.34
08/30/2021,$156.00,2540619,$155.18,$156.17,$155.01
08/27/2021,$154.94,4166498,$154.84,$155.41,$154.21
08/26/2021,$154.63,3220727,$155.51,$155.67,$154.09
08/25/2021,$155.20,3346864,$155.36,$155.67,$154.16
08/24/2021,$155.89,3760779,$157.75,$157.75,$155.68
08/23/2021,$157.85,3102117,$157.83,$158.52,$157.3244
08/20/2021,$158.35,3484313,$158.93,$159.63,$158.25
08/19/2021,$158.91,4745624,$155.82,$159.42,$155.78
08/18/2021,$156.28,3419286,$157.68,$158.20,$156.20
08/17/2021,$157.90,3736382,$157.909,$158.45,$157.24
08/16/2021,$158.05,3224020,$156.93,$158.12,$156.7301
08/13/2021,$156.52,2113883,$155.10,$156.67,$154.90
08/12/2021,$155.07,1958683,$155.23,$155.30,$154.60
08/11/2021,$155.04,3058025,$154.71,$156.02,$154.47
08/10/2021,$154.43,2670440,$154.31,$155.31,$153.81
08/09/2021,$154.35,2636653,$154.64,$154.79,$153.71
08/06/2021,$154.33,3430902,$153.77,$154.76,$153.64
08/05/2021,$154.31,3733574,$154.98,$155.19,$153.87
08/04/2021,$154.05,4846333,$156.19,$156.66,$153.87
08/03/2021,$156.67,3359870,$157.00,$157.15,$156.31
08/02/2021,$156.32,3426099,$157.00,$157.11,$155.51
07/30/2021,$156.95,3757332,$157.37,$157.60,$156.62
07/29/2021,$156.81,3055728,$157.23,$157.43,$156.20
07/28/2021,$156.49,3556918,$157.60,$157.96,$155.909
07/27/2021,$157.94,4043897,$157.31,$158.66,$157.03
07/26/2021,$157.07,2999895,$156.79,$157.47,$156.03
07/23/2021,$157.18,3588671,$155.56,$157.79,$155.24
07/22/2021,$155.19,3333589,$155.19,$155.76,$153.972
07/21/2021,$155.24,4906123,$155.30,$156.12,$154.575
07/20/2021,$155.82,5213868,$156.20,$157.33,$155.56
07/19/2021,$155.80,5750370,$155.99,$157.54,$154.76
07/16/2021,$155.82,5852919,$155.68,$156.835,$155.11
07/15/2021,$155.25,4920713,$154.07,$155.36,$153.26
07/14/2021,$154.54,6390323,$152.89,$155.14,$152.80
07/13/2021,$152.96,8750828,$151.15,$153.9116,$150.75
07/12/2021,$149.51,4873671,$149.49,$149.795,$148.78
07/09/2021,$149.48,4088587,$149.41,$150.31,$149.17
07/08/2021,$149.86,4215959,$149.42,$150.67,$149.19
07/07/2021,$149.79,4224975,$149.29,$150.695,$149.00
07/06/2021,$149.13,4313848,$149.07,$149.415,$147.77
07/02/2021,$148.91,3835526,$148.90,$149.78,$148.56
07/01/2021,$148.20,3997616,$148.08,$149.08,$147.935
06/30/2021,$148.17,4943688,$147.43,$148.31,$147.20
06/29/2021,$146.94,3197991,$147.445,$147.70,$146.40
06/28/2021,$147.04,4282905,$146.76,$147.5901,$146.62
06/25/2021,$146.41,6387907,$145.76,$146.79,$145.239
06/24/2021,$145.67,3818927,$144.86,$145.94,$144.61
06/23/2021,$144.85,3901698,$146.06,$146.125,$144.83
06/22/2021,$146.78,3517987,$146.73,$147.5032,$146.285
06/21/2021,$146.56,4904511,$145.753,$146.74,$145.45
06/18/2021,$145.42,10661670,$147.98,$147.98,$145.23
06/17/2021,$148.52,5316467,$147.25,$149.00,$146.91
06/16/2021,$147.10,5492088,$148.86,$149.27,$146.75
06/15/2021,$148.58,4256583,$148.90,$149.17,$148.075
06/14/2021,$148.57,3831939,$147.47,$148.63,$146.79
06/11/2021,$147.69,4364644,$148.05,$148.12,$146.79
06/10/2021,$147.60,4698243,$146.31,$148.015,$146.13
06/09/2021,$146.10,4007976,$147.25,$147.59,$146.02
06/08/2021,$146.37,5997199,$147.70,$147.87,$145.915
06/07/2021,$147.75,4724137,$147.76,$148.2499,$146.71
06/04/2021,$147.84,4427418,$148.00,$148.59,$147.47
06/03/2021,$147.67,4651603,$146.71,$147.76,$146.16
06/02/2021,$148.22,4546892,$148.20,$148.53,$147.23
06/01/2021,$147.63,5530380,$148.78,$148.85,$147.09
05/28/2021,$147.94,4913671,$147.41,$148.50,$147.235
05/27/2021,$146.51,9203638,$148.56,$148.77,$146.44
05/26/2021,$148.30,4462626,$147.91,$148.67,$147.68
05/25/2021,$148.30,4649319,$147.85,$148.37,$147.01
05/24/2021,$147.85,3627758,$147.64,$148.35,$147.01
05/21/2021,$147.10,5194240,$147.873,$148.31,$146.52
05/20/2021,$147.23,3964589,$145.25,$147.7299,$145.11
05/19/2021,$145.43,4432736,$144.64,$145.63,$144.08
05/18/2021,$145.51,4527258,$146.64,$146.95,$145.32
05/17/2021,$146.17,3747055,$147.00,$147.40,$145.71
05/14/2021,$146.59,4224694,$147.20,$147.90,$146.415
05/13/2021,$146.37,4849478,$144.24,$147.12,$143.58
05/12/2021,$144.23,5652038,$144.877,$145.74,$143.85
05/11/2021,$145.65,5266131,$147.17,$147.6399,$145.02
05/10/2021,$146.72,5270594,$146.49,$147.99,$146.11
05/07/2021,$145.56,4181026,$145.23,$146.00,$144.57
05/06/2021,$145.555,4472242,$144.47,$145.96,$144.01
05/05/2021,$143.89,5305240,$143.715,$144.57,$143.50
05/04/2021,$143.96,6603849,$145.98,$146.77,$143.49
05/03/2021,$145.79,6109788,$145.028,$146.78,$144.10
04/30/2021,$144.16,5051395,$143.32,$144.24,$142.50
04/29/2021,$143.94,4699889,$142.10,$144.43,$141.97
04/28/2021,$141.83,4962725,$143.49,$143.69,$141.725
04/27/2021,$142.89,4693738,$142.62,$143.18,$142.125
04/26/2021,$143.36,5817715,$145.55,$145.77,$142.98
04/23/2021,$145.83,4354823,$145.51,$146.34,$145.06
04/22/2021,$146.07,4904476,$146.24,$146.6509,$145.38
04/21/2021,$146.98,6316148,$147.345,$147.80,$146.21
04/20/2021,$145.71,4999846,$144.13,$146.65,$143.93
04/19/2021,$144.75,6621282,$144.49,$145.60,$143.26
04/16/2021,$144.16,6481399,$143.46,$144.32,$142.46
04/15/2021,$142.31,4777098,$141.67,$143.10,$141.42
04/14/2021,$142.11,4685255,$142.57,$142.72,$141.24
04/13/2021,$143.05,5283265,$142.07,$143.97,$141.87
04/12/2021,$143.02,4386781,$142.20,$143.47,$142.05
04/09/2021,$142.57,4950949,$142.235,$143.14,$141.61
04/08/2021,$142.54,6725340,$143.68,$144.16,$142.05
04/07/2021,$143.41,4849222,$144.00,$144.10,$143.02
04/06/2021,$143.67,4751927,$143.04,$144.20,$142.56
04/05/2021,$143.16,5980728,$141.85,$144.34,$141.32
04/01/2021,$141.28,4823383,$141.19,$142.30,$140.11
03/31/2021,$141.45,6257943,$143.32,$143.33,$141.17
03/30/2021,$142.54,4372866,$143.68,$144.75,$142.12
03/29/2021,$144.81,6105770,$142.87,$144.96,$142.415
03/26/2021,$142.70,6785599,$139.62,$143.00,$139.13
03/25/2021,$139.63,5827777,$139.18,$140.25,$138.34
03/24/2021,$138.81,5082339,$139.01,$140.11,$138.78
03/23/2021,$139.46,6978365,$138.45,$140.17,$138.18
03/22/2021,$137.80,7813395,$135.63,$138.20,$135.09
03/19/2021,$134.50,16114410,$132.31,$135.01,$132.18
03/18/2021,$132.53,6476677,$132.36,$133.08,$131.41
03/17/2021,$133.62,6199529,$134.36,$134.56,$133.38
03/16/2021,$134.01,5544740,$133.08,$134.58,$132.75
03/15/2021,$133.03,5389458,$133.56,$133.63,$131.97
03/12/2021,$133.04,5275179,$133.12,$133.79,$132.64
03/11/2021,$133.22,4459150,$133.345,$134.58,$133.10
03/10/2021,$133.58,7791665,$132.523,$134.47,$130.54
03/09/2021,$132.25,8930215,$132.94,$133.91,$132.00
03/08/2021,$132.13,8634912,$133.23,$134.18,$131.99
03/05/2021,$133.03,10186540,$129.64,$133.41,$129.19
03/04/2021,$128.83,9102794,$129.25,$131.75,$128.32
03/03/2021,$129.14,7505755,$129.802,$130.53,$128.98
03/02/2021,$131.07,5613974,$130.50,$132.03,$130.38
03/01/2021,$130.62,5287738,$130.61,$131.9699,$130.34
02/26/2021,$129.19,8329044,$130.57,$130.87,$128.57
02/25/2021,$130.00,5702339,$131.35,$132.09,$129.80
02/24/2021,$132.09,4944008,$131.85,$132.29,$131.20
02/23/2021,$132.78,6264268,$132.65,$134.34,$131.30
02/22/2021,$131.99,5792943,$132.04,$132.595,$130.76
02/19/2021,$132.51,5414944,$135.01,$135.12,$132.285
02/18/2021,$135.37,3943138,$134.07,$135.70,$133.91
02/17/2021,$134.46,3354067,$134.06,$135.07,$133.8601
02/16/2021,$134.38,5180052,$134.561,$134.81,$133.40
02/12/2021,$133.87,5659348,$135.26,$135.60,$133.45
02/11/2021,$134.97,7527981,$137.85,$138.205,$134.34
02/10/2021,$137.70,6966613,$141.12,$141.12,$136.76
02/09/2021,$139.60,3179260,$141.13,$141.15,$139.49
02/08/2021,$140.40,4112165,$141.19,$141.81,$139.50
02/05/2021,$140.96,4437864,$140.49,$142.12,$139.73
02/04/2021,$139.68,3860314,$137.75,$139.76,$137.75
02/03/2021,$138.02,3609640,$137.75,$138.95,$137.07
02/02/2021,$138.38,3581697,$137.45,$139.525,$136.60
02/01/2021,$136.98,4185689,$136.98,$137.96,$135.9001
01/29/2021,$136.57,6778137,$138.114,$138.46,$136.015
01/28/2021,$139.19,5513965,$138.83,$140.79,$137.76
01/27/2021,$138.04,6659804,$140.505,$142.33,$137.55
01/26/2021,$141.80,4242522,$141.31,$142.085,$139.75
01/25/2021,$140.18,3829014,$138.064,$140.33,$137.58
01/22/2021,$138.59,4014925,$139.50,$139.54,$138.23
01/21/2021,$139.61,5684273,$140.29,$140.79,$138.74
01/20/2021,$141.33,5019321,$141.04,$141.78,$139.92
01/19/2021,$142.06,5158614,$142.375,$142.58,$141.44
01/15/2021,$141.39,4309077,$141.45,$142.60,$140.53
01/14/2021,$141.76,4724886,$141.48,$142.44,$141.07
01/13/2021,$142.59,4361696,$141.12,$143.24,$141.00
01/12/2021,$141.43,5149996,$141.63,$141.995,$139.445
01/11/2021,$142.09,3902743,$144.03,$144.31,$141.69
01/08/2021,$144.18,4312289,$142.47,$144.40,$141.66
01/07/2021,$142.47,4473376,$142.81,$143.145,$141.145
01/06/2021,$142.93,4843265,$141.67,$143.60,$141.59
01/05/2021,$144.70,4126000,$144.07,$145.18,$142.90
01/04/2021,$144.27,7486940,$147.01,$147.78,$141.94
